,group,sum_gamerounds,retention_1,retention_7
1359,A,10,False,False
1360,A,137,False,True
1361,B,0,False,False
1362,B,1,False,False
1363,B,1,False,False
1364,B,30,True,False
1365,B,49,False,False
1366,B,50,True,False
1367,A,0,False,False
1368,B,42,False,True
1369,A,4,False,False
1370,A,14,False,False
1371,A,60,True,False
1372,B,5,False,False
1373,A,3,False,False
1374,B,30,True,False
1375,B,35,True,True
1376,B,3,False,False
1377,B,116,True,True
1378,A,503,True,False
1379,B,70,False,False
1380,B,45,True,True
1381,B,74,True,False
1382,B,60,False,True
1383,B,169,True,True
1384,A,6,False,False
1385,B,42,False,False
1386,A,35,False,True
1387,B,43,True,False
1388,B,11,False,False
1389,B,185,True,False
1390,B,2,False,False
1391,B,21,False,False
1392,B,10,False,False
1393,B,15,True,False
1394,B,34,True,False
1395,A,27,True,False
1396,A,222,True,True
1397,B,0,False,False
1398,A,0,False,False
1399,B,20,True,False
1400,B,32,True,True
1401,A,13,False,False
1402,A,20,True,False
1403,A,3,False,False
1404,B,11,False,False
1405,B,12,False,False
1406,A,25,False,False
1407,A,31,True,False
1408,A,0,False,False
1409,B,62,True,False
1410,B,12,False,False
1411,A,3,False,False
1412,B,3,False,False
1413,B,7,False,False
1414,B,3,False,False
1415,B,3,False,False
1416,A,22,False,False
1417,B,118,True,False
1418,B,24,True,False
1419,B,4,False,False
1420,A,19,True,False
1421,B,16,False,False
1422,B,18,True,False
1423,A,28,True,False
1424,B,117,True,True
1425,A,7,True,False
1426,B,37,True,False
1427,B,20,True,False
1428,A,1,False,False
1429,B,4,False,False
1430,A,9,True,False
1431,A,23,True,False
1432,A,1,False,False
1433,B,87,True,False
1434,B,103,True,True
1435,B,29,False,False
1436,A,5,False,False
1437,B,28,False,False
1438,B,25,True,False
1439,A,16,False,False
1440,A,212,True,True
1441,A,12,False,True
1442,B,31,True,False
1443,A,5,True,False
1444,A,762,True,True
1445,A,12,False,False
1446,A,23,True,False
1447,B,49,False,True
1448,B,16,False,False
1449,A,10,False,False
1450,B,3,False,False
1451,A,3,False,False
1452,B,1,False,False
1453,A,1,False,False
1454,B,32,True,False
1455,B,3,False,False
1456,A,24,True,True
1457,A,62,True,False
1458,B,16,True,False
1459,B,313,True,True
1460,B,21,False,False
1461,A,42,True,False
1462,A,2,False,False
1463,B,16,True,False
1464,B,57,True,True
1465,B,8,False,False
1466,B,33,True,False
1467,B,1,False,False
1468,A,43,True,False
1469,A,0,False,False
1470,B,294,True,False
1471,A,4,False,False
1472,A,0,False,False
1473,A,16,True,False
1474,A,37,False,False
1475,A,5,False,False
1476,A,2,False,False
1477,B,17,True,False
1478,B,41,True,False
1479,B,3,False,False
1480,A,2,False,False
1481,A,6,False,False
1482,A,12,False,False
1483,B,141,True,False
1484,A,15,False,False
1485,B,5,False,False
1486,A,3,False,False
1487,A,44,False,False
1488,A,4,False,False
1489,A,58,True,False
1490,A,384,True,True
1491,A,41,True,False
1492,B,0,False,False
1493,A,32,True,False
1494,B,21,True,False
1495,B,4,False,False
1496,B,12,True,False
1497,B,2,False,False
1498,B,9,True,False
1499,A,8,False,True
1500,A,16,False,False
1501,A,253,True,True
1502,A,9,True,False
1503,A,35,True,True
1504,A,2,False,False
1505,B,13,False,False
1506,A,0,False,False
1507,A,14,False,False
1508,B,32,True,False
1509,B,93,True,True
1510,B,4,False,False
1511,B,109,True,True
1512,A,53,False,True
1513,B,79,True,False
1514,A,0,False,False
1515,B,12,False,False
1516,B,331,True,True
1517,A,9,False,False
1518,A,12,True,False
1519,B,114,True,False
1520,A,2,False,False
1521,B,30,True,False
1522,B,1,False,False
1523,A,144,True,False
1524,B,0,False,False
1525,A,64,True,False
1526,B,59,True,False
1527,A,6,True,False
1528,B,1,False,False
1529,B,10,False,False
1530,B,15,False,False
1531,B,1,False,False
1532,B,15,False,False
1533,A,409,True,True
1534,A,45,True,False
1535,B,19,False,False
1536,B,8,True,False
1537,A,6,False,False
1538,B,56,False,False
1539,B,28,True,False
1540,A,6,False,False
1541,A,4,False,False
1542,B,0,False,False
1543,A,75,False,True
1544,B,22,True,True
1545,A,3,False,False
1546,B,5,False,False
1547,B,6,False,False
1548,B,14,False,False
1549,B,83,True,False
1550,A,5,False,True
1551,A,32,True,True
1552,B,31,False,False
1553,B,1,False,False
1554,B,1,False,False
1555,A,343,False,True
1556,A,3,False,False
1557,B,37,True,False
1558,A,0,False,False
1559,B,10,False,False
1560,A,62,True,True
1561,A,8,False,False
1562,B,18,False,False
1563,B,16,False,False
1564,A,21,True,False
1565,A,75,True,False
1566,A,168,False,True
1567,B,5,False,False
1568,B,6,False,False
1569,A,2,False,False
1570,A,327,True,False
1571,A,39,True,False
1572,B,3,False,False
1573,A,4,True,False
1574,A,14,False,False
1575,B,133,True,True
1576,B,3,False,False
1577,A,379,True,True
1578,A,43,True,False
1579,B,15,False,False
1580,A,68,True,False
1581,B,337,True,True
1582,B,5,False,False
1583,A,3,False,False
1584,B,0,False,False
1585,B,13,False,False
1586,A,9,True,False
1587,B,94,True,False
1588,A,470,True,True
1589,B,7,False,False
1590,A,105,True,True
1591,B,62,False,True
1592,A,4,False,False
1593,B,12,False,False
1594,A,15,True,False
1595,B,44,True,False
1596,B,6,True,False
1597,A,73,True,True
1598,A,32,True,False
1599,B,69,True,True
1600,B,27,True,False
1601,B,51,False,False
1602,B,378,True,True
1603,A,14,False,False
1604,B,288,True,True
1605,A,44,False,False
1606,A,22,False,False
1607,B,1,False,False
1608,B,37,False,False
1609,B,18,False,False
1610,B,81,True,True
1611,A,33,True,True
1612,A,0,False,False
1613,A,128,True,False
1614,B,6,False,False
1615,A,6,False,False
1616,B,3,False,False
1617,A,0,False,False
1618,A,7,True,False
1619,A,20,True,False
1620,B,13,True,False
1621,A,64,False,False
1622,B,435,True,True
1623,A,21,False,False
1624,B,138,True,False
1625,B,229,True,True
1626,B,3,False,False
1627,A,7,False,False
1628,A,8,True,False
1629,A,6,False,False
1630,A,19,False,False
1631,A,8,True,False
1632,A,19,True,False
1633,B,11,False,True
1634,A,7,False,False
1635,A,23,True,False
1636,B,10,True,False
1637,B,1,False,False
1638,A,65,True,True
1639,B,8,False,False
1640,B,36,True,False
1641,B,9,False,False
1642,A,5,False,False
1643,B,84,True,False
1644,B,13,True,False
1645,A,1,False,False
1646,A,47,True,False
1647,B,75,True,False
1648,A,62,True,False
1649,A,8,False,False
1650,B,34,False,False
1651,A,1,False,False
1652,A,210,True,True
1653,A,9,False,False
1654,B,31,True,False
1655,B,9,False,False
1656,B,27,True,False
1657,B,14,True,False
1658,B,5,False,False
1659,A,402,True,True
1660,B,19,True,False
1661,A,174,True,True
1662,A,14,False,False
1663,A,388,True,True
1664,B,114,True,True
1665,B,9,False,False
1666,B,51,True,False
1667,B,9,False,False
1668,A,255,True,True
1669,B,14,False,False
1670,B,15,False,False
1671,B,80,True,True
1672,A,36,False,False
1673,B,4,False,False
1674,B,0,False,False
1675,B,1,False,False
1676,A,1,False,False
1677,A,1,False,False
1678,B,5,False,False
1679,A,15,False,False
1680,B,0,False,False
1681,A,320,True,True
1682,B,10,True,False
1683,A,20,True,False
1684,B,2,False,False
1685,A,11,False,True
1686,B,9,True,False
1687,A,17,False,False
1688,A,46,True,True
1689,A,1,False,False
1690,B,1,False,False
1691,A,52,False,False
1692,A,23,True,False
1693,A,5,False,False
1694,A,5,False,False
1695,B,14,False,False
1696,B,28,True,False
1697,A,2,False,False
1698,A,13,False,False
1699,B,256,True,True
1700,B,5,False,False
1701,A,17,True,False
1702,A,143,True,True
1703,B,12,True,False
1704,B,0,False,False
1705,B,17,False,False
1706,A,52,False,False
1707,B,934,True,True
1708,B,292,True,True
1709,B,26,False,False
1710,A,1,True,False
1711,B,1,False,False
1712,A,41,True,False
1713,A,18,False,False
1714,B,32,True,False
1715,A,48,True,False
1716,A,1,False,False
1717,B,0,False,False
1718,A,18,False,True
1719,A,2,False,False
1720,B,1,False,False
1721,B,43,True,False
1722,B,33,True,False
1723,A,5,False,False
1724,A,1,False,False
1725,A,69,True,False
1726,B,8,False,False
1727,B,15,True,False
1728,B,83,False,False
1729,B,3,False,False
1730,A,2,False,False
1731,A,8,False,False
1732,A,5,False,False
1733,B,3,True,False
1734,B,22,False,False
1735,B,30,False,False
1736,A,4,False,False
1737,A,84,False,False
1738,A,27,True,False
1739,A,163,False,False
1740,B,2,True,False
1741,B,61,True,False
1742,A,35,True,False
1743,A,7,False,False
1744,A,129,True,False
1745,B,5,False,False
1746,A,16,True,False
1747,B,13,True,False
1748,B,9,False,False
1749,B,104,True,False
1750,A,1,False,False
1751,A,36,True,False
1752,A,11,True,False
1753,B,63,True,False
1754,B,4,False,False
1755,B,19,False,False
1756,B,294,True,True
1757,A,2,True,False
1758,A,7,True,False
1759,A,38,True,False
1760,A,12,False,False
1761,B,5,False,False
1762,B,64,True,True
1763,B,7,False,False
1764,B,62,False,True
1765,A,6,False,True
1766,B,12,False,False
1767,A,1,False,False
1768,A,155,True,True
1769,B,1,False,False
1770,B,64,False,False
1771,A,56,True,False
1772,B,462,False,True
1773,A,4,False,False
1774,A,12,True,False
1775,A,4,False,False
1776,A,57,True,False
1777,A,41,True,True
1778,B,181,True,True
1779,B,65,True,False
1780,B,4,False,False
1781,B,15,False,False
1782,A,11,False,False
1783,B,28,False,True
1784,B,11,False,False
1785,A,89,True,True
1786,A,34,True,False
1787,A,10,False,False
1788,A,24,True,False
1789,B,20,True,False
1790,A,1,False,False
1791,A,2,True,False
1792,B,6,True,False
1793,B,22,True,False
1794,A,37,True,False
1795,A,28,True,False
1796,A,1,False,False
1797,A,153,True,False
1798,A,33,True,False
1799,B,6,True,False
1800,B,2,False,False
1801,B,17,False,False
1802,A,89,True,True
1803,A,9,True,False
1804,A,18,False,False
1805,A,30,True,False
1806,B,41,False,False
1807,A,53,True,True
1808,B,133,True,True
1809,A,217,True,True
1810,B,8,False,False
1811,B,6,True,False
1812,B,5,False,False
1813,B,6,False,False
1814,B,19,False,False
1815,A,9,False,False
1816,A,13,False,False
1817,A,6,True,False
1818,B,39,True,False
1819,A,7,False,False
1820,B,1,False,False
1821,A,299,True,True
1822,B,99,True,False
1823,A,6,False,False
1824,B,5,False,False
1825,B,2,False,False
1826,B,17,True,False
1827,A,1,True,False
1828,A,59,False,True
1829,B,13,False,False
1830,B,39,True,False
1831,A,13,False,False
1832,B,41,True,True
1833,A,7,False,False
1834,A,35,True,False
1835,B,14,True,False
1836,B,17,False,False
1837,A,4,True,False
1838,A,0,False,False
1839,B,196,True,False
1840,A,284,True,True
1841,A,15,False,False
1842,B,59,True,True
1843,A,18,True,False
1844,A,21,True,False
1845,B,2,False,False
1846,B,88,True,True
1847,B,393,True,True
1848,B,159,True,False
1849,A,40,True,True
1850,B,15,True,False
1851,B,25,False,False
1852,B,1,False,False
1853,B,2,False,False
1854,B,35,True,False
1855,A,32,True,False
1856,B,25,False,False
1857,A,37,True,False
1858,B,20,True,False
1859,A,9,False,False
1860,A,34,True,True
1861,B,1,False,False
1862,B,2,False,False
1863,A,7,False,False
1864,B,65,False,False
1865,A,29,False,True
1866,A,26,True,False
1867,B,6,False,False
1868,B,17,False,False
1869,A,1,False,False
1870,A,1,False,False
1871,B,24,False,False
1872,A,0,True,False
1873,A,0,False,False
1874,B,2,False,False
1875,B,40,True,True
1876,B,61,True,False
1877,B,123,True,False
1878,A,3,False,False
1879,A,19,False,False
1880,A,85,True,False
1881,B,23,True,False
1882,A,1,False,False
1883,B,18,True,False
1884,B,1,False,False
1885,B,33,True,False
1886,B,4,False,False
1887,B,24,False,False
1888,B,91,True,False
1889,B,17,True,False
1890,B,2,False,False
1891,A,750,True,True
1892,A,36,True,False
1893,B,4,False,False
1894,A,1,False,False
1895,B,24,False,False
1896,B,67,False,True
1897,A,7,False,False
1898,B,16,True,False
1899,B,2,False,False
1900,A,10,False,False
1901,B,459,True,True
1902,B,261,True,True
1903,A,5,False,False
1904,A,71,False,False
1905,B,109,True,True
1906,B,35,True,False
1907,A,49,True,False
1908,A,169,True,True
1909,A,45,True,False
1910,A,29,True,False
1911,B,5,False,False
1912,A,11,True,False
1913,B,208,True,True
1914,B,15,False,False
1915,A,12,False,False
1916,A,17,False,False
1917,A,23,True,False
1918,A,35,True,False
1919,B,8,True,False
1920,B,1,False,False
1921,A,70,True,False
1922,A,13,False,False
1923,B,6,False,False
1924,B,4,False,False
1925,A,121,True,False
1926,B,10,True,False
1927,A,9,False,False
1928,B,7,False,False
1929,A,3,False,False
1930,B,2,False,False
1931,A,131,True,True
1932,A,226,True,True
1933,B,38,True,False
1934,A,29,True,False
1935,B,16,False,False
1936,B,10,True,False
1937,B,11,True,False
1938,B,26,True,False
1939,A,47,False,False
1940,A,0,False,False
1941,A,0,False,False
1942,B,1,False,False
1943,B,179,True,True
1944,A,61,False,True
1945,A,13,True,False
1946,A,6,False,False
1947,B,6,False,False
1948,A,6,True,True
1949,B,19,True,False
1950,B,1,False,False
1951,A,3,False,False
1952,B,6,True,False
1953,B,12,False,False
1954,B,4,False,True
1955,A,1,False,False
1956,A,0,False,False
1957,B,2,False,False
1958,B,4,False,False
1959,A,16,False,False
1960,A,99,True,True
1961,A,58,True,True
1962,A,1,False,False
1963,B,1,False,False
1964,B,275,True,True
1965,B,14,False,False
1966,B,83,True,False
1967,A,3,False,False
1968,B,784,False,True
1969,A,5,False,False
1970,A,38,False,True
1971,B,141,True,True
1972,B,1,False,False
1973,B,152,True,True
1974,A,4,False,False
1975,A,12,False,False
1976,A,32,False,False
1977,A,13,False,False
1978,A,41,False,False
1979,A,21,False,False
1980,B,5,True,False
1981,B,36,False,False
1982,B,131,True,True
1983,B,67,True,False
1984,A,19,True,False
1985,A,5,False,False
1986,B,30,True,False
1987,B,60,False,True
1988,B,0,False,False
1989,A,7,False,False
1990,B,4,False,False
1991,A,1,False,False
1992,B,7,True,False
1993,A,33,False,False
1994,A,2,False,False
1995,B,5,True,False
1996,B,30,False,False
1997,B,19,True,False
1998,A,314,True,True
1999,B,4,False,False
2000,B,3,False,False
2001,A,5,False,False
2002,B,8,False,False
2003,B,5,False,False
2004,A,32,True,False
2005,B,7,False,False
2006,B,71,True,False
2007,A,5,True,False
2008,A,0,False,False
2009,A,59,False,False
2010,A,22,False,False
2011,A,101,True,False
2012,A,14,False,False
2013,B,6,False,False
2014,A,0,False,False
2015,A,9,False,False
2016,B,77,True,False
2017,B,15,False,False
2018,A,9,False,False
2019,A,34,True,False
2020,A,60,True,False
2021,B,195,True,False
2022,A,10,True,False
2023,B,469,True,True
2024,A,55,True,False
2025,A,75,True,False
2026,A,18,False,False
2027,B,6,False,False
2028,B,75,False,False
2029,B,7,False,False
2030,B,17,True,False
2031,B,2,False,False
2032,A,6,True,False
2033,B,383,True,True
2034,A,2,False,True
2035,A,1,False,False
2036,B,99,True,True
2037,B,9,False,False
2038,A,228,True,True
2039,A,196,True,True
2040,B,57,False,True
2041,B,165,True,True
2042,A,1,False,False
2043,A,24,False,False
2044,A,4,False,False
2045,B,7,True,False
2046,B,114,True,False
2047,B,39,False,False
2048,B,1,False,False
2049,B,4,False,False
2050,A,15,True,False
2051,A,14,True,False
2052,B,43,True,True
2053,A,33,False,False
2054,A,183,True,False
2055,B,2,False,False
2056,B,57,True,False
2057,B,2,False,False
2058,B,34,True,True
2059,B,1,False,False
2060,A,3,False,False
2061,B,20,False,False
2062,B,5,False,False
2063,B,18,True,False
2064,A,5,False,False
2065,B,21,True,False
2066,B,9,False,False
2067,B,4,False,False
2068,A,324,True,True
2069,B,44,True,False
2070,B,102,True,True
2071,A,14,False,False
2072,A,4,False,False
2073,A,42,True,False
2074,B,1,False,False
2075,B,15,False,False
2076,B,3,False,False
2077,B,101,True,True
2078,A,20,True,False
2079,B,24,False,False
2080,B,19,True,True
2081,A,19,False,False
2082,B,4,False,False
